FileName,LayerName,Group,Source,Categorical
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2000.tif,largeintegrals2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2001.tif,largeintegrals2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2002.tif,largeintegrals2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2003.tif,largeintegrals2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2004.tif,largeintegrals2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2005.tif,largeintegrals2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2006.tif,largeintegrals2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2007.tif,largeintegrals2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2008.tif,largeintegrals2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_2009.tif,largeintegrals2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals2\NDVI_largeintegrals2_Average.tif,largeintegrals2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2000.tif,maxpeakvalues1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2001.tif,maxpeakvalues1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2002.tif,maxpeakvalues1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2003.tif,maxpeakvalues1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2004.tif,maxpeakvalues1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2005.tif,maxpeakvalues1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2006.tif,maxpeakvalues1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2007.tif,maxpeakvalues1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2008.tif,maxpeakvalues1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_2009.tif,maxpeakvalues1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues1\NDVI_maxpeakvalues1_Average.tif,maxpeakvalues1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2000.tif,maxpeakvalues2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2001.tif,maxpeakvalues2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2002.tif,maxpeakvalues2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2003.tif,maxpeakvalues2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2004.tif,maxpeakvalues2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2005.tif,maxpeakvalues2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2006.tif,maxpeakvalues2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2007.tif,maxpeakvalues2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2008.tif,maxpeakvalues2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_2009.tif,maxpeakvalues2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\maxpeakvalues2\NDVI_maxpeakvalues2_Average.tif,maxpeakvalues2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2000.tif,peakdates1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2001.tif,peakdates1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2002.tif,peakdates1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2003.tif,peakdates1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2004.tif,peakdates1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2005.tif,peakdates1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2006.tif,peakdates1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2007.tif,peakdates1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2008.tif,peakdates1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_2009.tif,peakdates1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates1\NDVI_peakdates1_Average.tif,peakdates1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2000.tif,peakdates2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2001.tif,peakdates2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2002.tif,peakdates2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2003.tif,peakdates2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2004.tif,peakdates2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2005.tif,peakdates2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2006.tif,peakdates2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2007.tif,peakdates2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2008.tif,peakdates2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_2009.tif,peakdates2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\peakdates2\NDVI_peakdates2_Average.tif,peakdates2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2000.tif,qualityFlag_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2001.tif,qualityFlag_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2002.tif,qualityFlag_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2003.tif,qualityFlag_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2004.tif,qualityFlag_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2005.tif,qualityFlag_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2006.tif,qualityFlag_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2007.tif,qualityFlag_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2008.tif,qualityFlag_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_2009.tif,qualityFlag_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\qualityFlag\NDVI_qualityFlag_Average.tif,qualityFlag_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2000.tif,RMSE_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2001.tif,RMSE_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2002.tif,RMSE_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2003.tif,RMSE_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2004.tif,RMSE_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2005.tif,RMSE_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2006.tif,RMSE_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2007.tif,RMSE_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2008.tif,RMSE_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_2009.tif,RMSE_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\RMSE\NDVI_RMSE_Average.tif,RMSE_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2000.tif,seasonlengths1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2001.tif,seasonlengths1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2002.tif,seasonlengths1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2003.tif,seasonlengths1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2004.tif,seasonlengths1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2005.tif,seasonlengths1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2006.tif,seasonlengths1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2007.tif,seasonlengths1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2008.tif,seasonlengths1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_2009.tif,seasonlengths1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths1\NDVI_seasonlengths1_Average.tif,seasonlengths1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2000.tif,seasonlengths2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2001.tif,seasonlengths2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2002.tif,seasonlengths2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2003.tif,seasonlengths2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2004.tif,seasonlengths2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2005.tif,seasonlengths2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2006.tif,seasonlengths2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2006.tif,seasonlengths2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2007.tif,seasonlengths2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2008.tif,seasonlengths2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_2009.tif,seasonlengths2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\seasonlengths2\NDVI_seasonlengths2_Average.tif,seasonlengths2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2000.tif,smallintegrals1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2001.tif,smallintegrals1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2002.tif,smallintegrals1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2003.tif,smallintegrals1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2004.tif,smallintegrals1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2005.tif,smallintegrals1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2006.tif,smallintegrals1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2007.tif,smallintegrals1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2008.tif,smallintegrals1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_2009.tif,smallintegrals1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals1\NDVI_smallintegrals1_Average.tif,smallintegrals1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals2\NDVI_smallintegrals2_2000.tif,smallintegrals2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\smallintegrals2\NDVI_smallintegrals2_2001.tif,smallintegrals2_2001,MODIS Phenology,NDVI (230 m),N
